as_of,ticker
2002-08-01,INPHI
2002-08-01,INTC
2002-08-01,KLAC
2002-08-01,LRCX
2002-08-01,MLNX
2002-08-01,MRVL
2002-08-01,MSFT
2002-08-01,MU
2002-08-01,NOW
2002-08-01,NTAP
2002-08-01,NVDA
2002-08-01,OCLR
2002-08-01,ORCL
2002-08-01,PSTG
2002-08-01,QCOM
2002-08-01,QTS
2002-08-01,SNDK
2002-08-01,STX
2002-08-01,TSM
2002-08-01,VRT
2002-08-01,WDC
2002-08-01,XLNX
2002-09-01,ACIA
2002-09-01,ALTR
2002-09-01,AMAT
2002-09-01,AMD
2002-09-01,AMKR
2002-09-01,ANET
2002-09-01,ARM
2002-09-01,ASML
2002-09-01,AVGO
2002-09-01,CAVM
2002-09-01,CONE
2002-09-01,COR
2002-09-01,CRM
2002-09-01,CSCO
2002-09-01,CY
2002-09-01,DFT
2002-09-01,DLR
2002-09-01,EMC
2002-09-01,EQIX
2002-09-01,ETN
2002-09-01,FNSR
2002-09-01,GEV
2002-09-01,INPHI
2002-09-01,INTC
2002-09-01,KLAC
2002-09-01,LRCX
2002-09-01,MLNX
2002-09-01,MRVL
2002-09-01,MSFT
2002-09-01,MU
2002-09-01,NOW
2002-09-01,NTAP
2002-09-01,NVDA
2002-09-01,OCLR
2002-09-01,ORCL
2002-09-01,PSTG
2002-09-01,QCOM
2002-09-01,QTS
2002-09-01,SNDK
2002-09-01,STX
2002-09-01,TSM
2002-09-01,VRT
2002-09-01,WDC
2002-09-01,XLNX
2002-10-01,ACIA
2002-10-01,ALTR
2002-10-01,AMAT
2002-10-01,AMD
2002-10-01,AMKR
2002-10-01,ANET
2002-10-01,ARM
2002-10-01,ASML
2002-10-01,AVGO
2002-10-01,CAVM
2002-10-01,CONE
2002-10-01,COR
2002-10-01,CRM
2002-10-01,CSCO
2002-10-01,CY
2002-10-01,DFT
2002-10-01,DLR
2002-10-01,EMC
2002-10-01,EQIX
2002-10-01,ETN
2002-10-01,FNSR
2002-10-01,GEV
2002-10-01,INPHI
2002-10-01,INTC
2002-10-01,KLAC
2002-10-01,LRCX
2002-10-01,MLNX
2002-10-01,MRVL
2002-10-01,MSFT
2002-10-01,MU
2002-10-01,NOW
2002-10-01,NTAP
2002-10-01,NVDA
2002-10-01,OCLR
2002-10-01,ORCL
2002-10-01,PSTG
2002-10-01,QCOM
2002-10-01,QTS
2002-10-01,SNDK
2002-10-01,STX
2002-10-01,TSM
2002-10-01,VRT
2002-10-01,WDC
2002-10-01,XLNX
2002-11-01,ACIA
2002-11-01,ALTR
2002-11-01,AMAT
2002-11-01,AMD
2002-11-01,AMKR
2002-11-01,ANET
2002-11-01,ARM
2002-11-01,ASML
2002-11-01,AVGO
2002-11-01,CAVM
2002-11-01,CONE
2002-11-01,COR
2002-11-01,CRM
2002-11-01,CSCO
2002-11-01,CY
2002-11-01,DFT
2002-11-01,DLR
2002-11-01,EMC
2002-11-01,EQIX
2002-11-01,ETN
2002-11-01,FNSR
2002-11-01,GEV
2002-11-01,INPHI
2002-11-01,INTC
2002-11-01,KLAC
2002-11-01,LRCX
2002-11-01,MLNX
2002-11-01,MRVL
2002-11-01,MSFT
2002-11-01,MU
2002-11-01,NOW
2002-11-01,NTAP
2002-11-01,NVDA
2002-11-01,OCLR
2002-11-01,ORCL
2002-11-01,PSTG
2002-11-01,QCOM
2002-11-01,QTS
2002-11-01,SNDK
2002-11-01,STX
2002-11-01,TSM
2002-11-01,VRT
2002-11-01,WDC
2002-11-01,XLNX
2002-12-01,ACIA
2002-12-01,ALTR
2002-12-01,AMAT
2002-12-01,AMD
2002-12-01,AMKR
2002-12-01,ANET
2002-12-01,ARM
2002-12-01,ASML
2002-12-01,AVGO
2002-12-01,CAVM
2002-12-01,CONE
2002-12-01,COR
2002-12-01,CRM
2002-12-01,CSCO
2002-12-01,CY
2002-12-01,DFT
2002-12-01,DLR
2002-12-01,EMC
2002-12-01,EQIX
2002-12-01,ETN
2002-12-01,FNSR
2002-12-01,GEV
2002-12-01,INPHI
2002-12-01,INTC
2002-12-01,KLAC
2002-12-01,LRCX
2002-12-01,MLNX
2002-12-01,MRVL
2002-12-01,MSFT
2002-12-01,MU
2002-12-01,NOW
2002-12-01,NTAP
2002-12-01,NVDA
2002-12-01,OCLR
2002-12-01,ORCL
2002-12-01,PSTG
2002-12-01,QCOM
2002-12-01,QTS
2002-12-01,SNDK
2002-12-01,STX
2002-12-01,TSM
2002-12-01,VRT
2002-12-01,WDC
2002-12-01,XLNX
2003-01-01,ACIA
2003-01-01,ALTR
2003-01-01,AMAT
2003-01-01,AMD
2003-01-01,AMKR
2003-01-01,ANET
2003-01-01,ARM
2003-01-01,ASML
2003-01-01,AVGO
2003-01-01,CAVM
2003-01-01,CONE
2003-01-01,COR
2003-01-01,CRM
2003-01-01,CSCO
2003-01-01,CY
2003-01-01,DFT
2003-01-01,DLR
2003-01-01,EMC
2003-01-01,EQIX
2003-01-01,ETN
2003-01-01,FNSR
2003-01-01,GEV
2003-01-01,INPHI
2003-01-01,INTC
2003-01-01,KLAC
2003-01-01,LRCX
2003-01-01,MLNX
2003-01-01,MRVL
2003-01-01,MSFT
2003-01-01,MU
2003-01-01,NOW
2003-01-01,NTAP
2003-01-01,NVDA
2003-01-01,OCLR
2003-01-01,ORCL
2003-01-01,PSTG
2003-01-01,QCOM
2003-01-01,QTS
2003-01-01,SNDK
2003-01-01,STX
2003-01-01,TSM
2003-01-01,VRT
2003-01-01,WDC
2003-01-01,XLNX
2003-02-01,ACIA
2003-02-01,ALTR
2003-02-01,AMAT
2003-02-01,AMD
2003-02-01,AMKR
2003-02-01,ANET
2003-02-01,ARM
2003-02-01,ASML
2003-02-01,AVGO
2003-02-01,CAVM
2003-02-01,CONE
2003-02-01,COR
2003-02-01,CRM
2003-02-01,CSCO
2003-02-01,CY
2003-02-01,DFT
2003-02-01,DLR
2003-02-01,EMC
2003-02-01,EQIX
2003-02-01,ETN
2003-02-01,FNSR
2003-02-01,GEV
2003-02-01,INPHI
2003-02-01,INTC
2003-02-01,KLAC
2003-02-01,LRCX
2003-02-01,MLNX
2003-02-01,MRVL
2003-02-01,MSFT
2003-02-01,MU
2003-02-01,NOW
2003-02-01,NTAP
2003-02-01,NVDA
2003-02-01,OCLR
2003-02-01,ORCL
2003-02-01,PSTG
2003-02-01,QCOM
2003-02-01,QTS
2003-02-01,SNDK
2003-02-01,STX
2003-02-01,TSM
2003-02-01,VRT
2003-02-01,WDC
2003-02-01,XLNX
2003-03-01,ACIA
2003-03-01,ALTR
2003-03-01,AMAT
2003-03-01,AMD
2003-03-01,AMKR
2003-03-01,ANET
2003-03-01,ARM
2003-03-01,ASML
2003-03-01,AVGO
2003-03-01,CAVM
2003-03-01,CONE
2003-03-01,COR
2003-03-01,CRM
2003-03-01,CSCO
2003-03-01,CY
2003-03-01,DFT
2003-03-01,DLR
2003-03-01,EMC
2003-03-01,EQIX
2003-03-01,ETN
2003-03-01,FNSR
2003-03-01,GEV
2003-03-01,INPHI
2003-03-01,INTC
2003-03-01,KLAC
2003-03-01,LRCX
2003-03-01,MLNX
2003-03-01,MRVL
2003-03-01,MSFT
2003-03-01,MU
2003-03-01,NOW
2003-03-01,NTAP
2003-03-01,NVDA
2003-03-01,OCLR
2003-03-01,ORCL
2003-03-01,PSTG
2003-03-01,QCOM
2003-03-01,QTS
2003-03-01,SNDK
2003-03-01,STX
2003-03-01,TSM
2003-03-01,VRT
2003-03-01,WDC
2003-03-01,XLNX
2003-04-01,ACIA
2003-04-01,ALTR
2003-04-01,AMAT
2003-04-01,AMD
2003-04-01,AMKR
2003-04-01,ANET
2003-04-01,ARM
2003-04-01,ASML
2003-04-01,AVGO
2003-04-01,CAVM
2003-04-01,CONE
2003-04-01,COR
2003-04-01,CRM
2003-04-01,CSCO
2003-04-01,CY
2003-04-01,DFT
2003-04-01,DLR
2003-04-01,EMC
2003-04-01,EQIX
2003-04-01,ETN
2003-04-01,FNSR
2003-04-01,GEV
2003-04-01,INPHI
2003-04-01,INTC
2003-04-01,KLAC
2003-04-01,LRCX
2003-04-01,MLNX
2003-04-01,MRVL
2003-04-01,MSFT
2003-04-01,MU
2003-04-01,NOW
2003-04-01,NTAP
2003-04-01,NVDA
2003-04-01,OCLR
2003-04-01,ORCL
2003-04-01,PSTG
2003-04-01,QCOM
2003-04-01,QTS
2003-04-01,SNDK
2003-04-01,STX
2003-04-01,TSM
2003-04-01,VRT
2003-04-01,WDC
2003-04-01,XLNX
2003-05-01,ACIA
2003-05-01,ALTR
2003-05-01,AMAT
2003-05-01,AMD
2003-05-01,AMKR
2003-05-01,ANET
2003-05-01,ARM
2003-05-01,ASML
2003-05-01,AVGO
2003-05-01,CAVM
2003-05-01,CONE
2003-05-01,COR
2003-05-01,CRM
2003-05-01,CSCO
2003-05-01,CY
2003-05-01,DFT
2003-05-01,DLR
2003-05-01,EMC
2003-05-01,EQIX
2003-05-01,ETN
2003-05-01,FNSR
2003-05-01,GEV
2003-05-01,INPHI
2003-05-01,INTC
2003-05-01,KLAC
2003-05-01,LRCX
2003-05-01,MLNX
2003-05-01,MRVL
2003-05-01,MSFT
2003-05-01,MU
2003-05-01,NOW
2003-05-01,NTAP
2003-05-01,NVDA
2003-05-01,OCLR
2003-05-01,ORCL
2003-05-01,PSTG
2003-05-01,QCOM
2003-05-01,QTS
2003-05-01,SNDK
2003-05-01,STX
2003-05-01,TSM
2003-05-01,VRT
2003-05-01,WDC
2003-05-01,XLNX
2003-06-01,ACIA
2003-06-01,ALTR
2003-06-01,AMAT
2003-06-01,AMD
2003-06-01,AMKR
2003-06-01,ANET
2003-06-01,ARM
2003-06-01,ASML
2003-06-01,AVGO
2003-06-01,CAVM
2003-06-01,CONE
2003-06-01,COR
2003-06-01,CRM
2003-06-01,CSCO
2003-06-01,CY
2003-06-01,DFT
2003-06-01,DLR
2003-06-01,EMC
2003-06-01,EQIX
2003-06-01,ETN
2003-06-01,FNSR
2003-06-01,GEV
2003-06-01,INPHI
2003-06-01,INTC
2003-06-01,KLAC
2003-06-01,LRCX
2003-06-01,MLNX
2003-06-01,MRVL
2003-06-01,MSFT
2003-06-01,MU
2003-06-01,NOW
2003-06-01,NTAP
2003-06-01,NVDA
2003-06-01,OCLR
2003-06-01,ORCL
2003-06-01,PSTG
2003-06-01,QCOM
2003-06-01,QTS
2003-06-01,SNDK
2003-06-01,STX
2003-06-01,TSM
2003-06-01,VRT
2003-06-01,WDC
2003-06-01,XLNX
2003-07-01,ACIA
2003-07-01,ALTR
2003-07-01,AMAT
2003-07-01,AMD
2003-07-01,AMKR
2003-07-01,ANET
2003-07-01,ARM
2003-07-01,ASML
2003-07-01,AVGO
2003-07-01,CAVM
2003-07-01,CONE
2003-07-01,COR
2003-07-01,CRM
2003-07-01,CSCO
2003-07-01,CY
2003-07-01,DFT
2003-07-01,DLR
2003-07-01,EMC
2003-07-01,EQIX
2003-07-01,ETN
2003-07-01,FNSR
2003-07-01,GEV
2003-07-01,INPHI
2003-07-01,INTC
2003-07-01,KLAC
2003-07-01,LRCX
2003-07-01,MLNX
2003-07-01,MRVL
2003-07-01,MSFT
2003-07-01,MU
2003-07-01,NOW
2003-07-01,NTAP
2003-07-01,NVDA
2003-07-01,OCLR
2003-07-01,ORCL
2003-07-01,PSTG
2003-07-01,QCOM
2003-07-01,QTS
2003-07-01,SNDK
2003-07-01,STX
2003-07-01,TSM
2003-07-01,VRT
2003-07-01,WDC
2003-07-01,XLNX
2003-08-01,ACIA
2003-08-01,ALTR
2003-08-01,AMAT
2003-08-01,AMD
2003-08-01,AMKR
2003-08-01,ANET
2003-08-01,ARM
2003-08-01,ASML
2003-08-01,AVGO
2003-08-01,CAVM
2003-08-01,CONE
2003-08-01,COR
2003-08-01,CRM
2003-08-01,CSCO
2003-08-01,CY
2003-08-01,DFT
2003-08-01,DLR
2003-08-01,EMC
2003-08-01,EQIX
2003-08-01,ETN
2003-08-01,FNSR
2003-08-01,GEV
2003-08-01,INPHI
2003-08-01,INTC
2003-08-01,KLAC
2003-08-01,LRCX
2003-08-01,MLNX
2003-08-01,MRVL
2003-08-01,MSFT
2003-08-01,MU
2003-08-01,NOW
2003-08-01,NTAP
2003-08-01,NVDA
2003-08-01,OCLR
2003-08-01,ORCL
2003-08-01,PSTG
2003-08-01,QCOM
2003-08-01,QTS
2003-08-01,SNDK
2003-08-01,STX
2003-08-01,TSM
2003-08-01,VRT
2003-08-01,WDC
2003-08-01,XLNX
2003-09-01,ACIA
2003-09-01,ALTR
2003-09-01,AMAT
2003-09-01,AMD
2003-09-01,AMKR
2003-09-01,ANET
2003-09-01,ARM
2003-09-01,ASML
2003-09-01,AVGO
2003-09-01,CAVM
2003-09-01,CONE
2003-09-01,COR
2003-09-01,CRM
2003-09-01,CSCO
2003-09-01,CY
2003-09-01,DFT
2003-09-01,DLR
2003-09-01,EMC
2003-09-01,EQIX
2003-09-01,ETN
2003-09-01,FNSR
2003-09-01,GEV
2003-09-01,INPHI
2003-09-01,INTC
2003-09-01,KLAC
2003-09-01,LRCX
2003-09-01,MLNX
2003-09-01,MRVL
2003-09-01,MSFT
2003-09-01,MU
2003-09-01,NOW
2003-09-01,NTAP
2003-09-01,NVDA
2003-09-01,OCLR
2003-09-01,ORCL
2003-09-01,PSTG
2003-09-01,QCOM
2003-09-01,QTS
2003-09-01,SNDK
2003-09-01,STX
2003-09-01,TSM
2003-09-01,VRT
2003-09-01,WDC
2003-09-01,XLNX
2003-10-01,ACIA
2003-10-01,ALTR
2003-10-01,AMAT
2003-10-01,AMD
2003-10-01,AMKR
2003-10-01,ANET
2003-10-01,ARM
2003-10-01,ASML
2003-10-01,AVGO
2003-10-01,CAVM
2003-10-01,CONE
2003-10-01,COR
2003-10-01,CRM
2003-10-01,CSCO
2003-10-01,CY
2003-10-01,DFT
2003-10-01,DLR
2003-10-01,EMC
2003-10-01,EQIX
2003-10-01,ETN
2003-10-01,FNSR
2003-10-01,GEV
2003-10-01,INPHI
2003-10-01,INTC
2003-10-01,KLAC
2003-10-01,LRCX
2003-10-01,MLNX
2003-10-01,MRVL
2003-10-01,MSFT
2003-10-01,MU
2003-10-01,NOW
2003-10-01,NTAP
2003-10-01,NVDA
2003-10-01,OCLR
2003-10-01,ORCL
2003-10-01,PSTG
2003-10-01,QCOM
2003-10-01,QTS
2003-10-01,SNDK
2003-10-01,STX
2003-10-01,TSM
2003-10-01,VRT
2003-10-01,WDC
2003-10-01,XLNX
2003-11-01,ACIA
2003-11-01,ALTR
2003-11-01,AMAT
2003-11-01,AMD
2003-11-01,AMKR
2003-11-01,ANET
2003-11-01,ARM
2003-11-01,ASML
2003-11-01,AVGO
2003-11-01,CAVM
2003-11-01,CONE
2003-11-01,COR
2003-11-01,CRM
2003-11-01,CSCO
2003-11-01,CY
2003-11-01,DFT
2003-11-01,DLR
2003-11-01,EMC
2003-11-01,EQIX
2003-11-01,ETN
2003-11-01,FNSR
2003-11-01,GEV
2003-11-01,INPHI
2003-11-01,INTC
2003-11-01,KLAC
2003-11-01,LRCX
2003-11-01,MLNX
2003-11-01,MRVL
2003-11-01,MSFT
2003-11-01,MU
2003-11-01,NOW
2003-11-01,NTAP
2003-11-01,NVDA
2003-11-01,OCLR
2003-11-01,ORCL
2003-11-01,PSTG
2003-11-01,QCOM
2003-11-01,QTS
2003-11-01,SNDK
2003-11-01,STX
2003-11-01,TSM
2003-11-01,VRT
2003-11-01,WDC
2003-11-01,XLNX
2003-12-01,ACIA
2003-12-01,ALTR
2003-12-01,AMAT
2003-12-01,AMD
2003-12-01,AMKR
2003-12-01,ANET
2003-12-01,ARM
2003-12-01,ASML
2003-12-01,AVGO
2003-12-01,CAVM
2003-12-01,CONE
2003-12-01,COR
2003-12-01,CRM
2003-12-01,CSCO
2003-12-01,CY
2003-12-01,DFT
2003-12-01,DLR
2003-12-01,EMC
2003-12-01,EQIX
2003-12-01,ETN
2003-12-01,FNSR
2003-12-01,GEV
2003-12-01,INPHI
2003-12-01,INTC
2003-12-01,KLAC
2003-12-01,LRCX
2003-12-01,MLNX
2003-12-01,MRVL
2003-12-01,MSFT
2003-12-01,MU
2003-12-01,NOW
2003-12-01,NTAP
2003-12-01,NVDA
2003-12-01,OCLR
2003-12-01,ORCL
2003-12-01,PSTG
2003-12-01,QCOM
2003-12-01,QTS
2003-12-01,SNDK
2003-12-01,STX
2003-12-01,TSM
2003-12-01,VRT
2003-12-01,WDC
2003-12-01,XLNX
2004-01-01,ACIA
2004-01-01,ALTR
2004-01-01,AMAT
2004-01-01,AMD
2004-01-01,AMKR
2004-01-01,ANET
2004-01-01,ARM
2004-01-01,ASML
2004-01-01,AVGO
2004-01-01,CAVM
2004-01-01,CONE
2004-01-01,COR
2004-01-01,CRM
2004-01-01,CSCO
2004-01-01,CY
2004-01-01,DFT
2004-01-01,DLR
2004-01-01,EMC
2004-01-01,EQIX
2004-01-01,ETN
2004-01-01,FNSR
2004-01-01,GEV
2004-01-01,INPHI
2004-01-01,INTC
2004-01-01,KLAC
2004-01-01,LRCX
2004-01-01,MLNX
2004-01-01,MRVL
2004-01-01,MSFT
2004-01-01,MU
2004-01-01,NOW
2004-01-01,NTAP
2004-01-01,NVDA
2004-01-01,OCLR
2004-01-01,ORCL
2004-01-01,PSTG
2004-01-01,QCOM
2004-01-01,QTS
2004-01-01,SNDK
2004-01-01,STX
2004-01-01,TSM
2004-01-01,VRT
2004-01-01,WDC
2004-01-01,XLNX
2004-02-01,ACIA
2004-02-01,ALTR
2004-02-01,AMAT
2004-02-01,AMD
2004-02-01,AMKR
2004-02-01,ANET
2004-02-01,ARM
2004-02-01,ASML
2004-02-01,AVGO
2004-02-01,CAVM
2004-02-01,CONE
2004-02-01,COR
2004-02-01,CRM
2004-02-01,CSCO
2004-02-01,CY
2004-02-01,DFT
2004-02-01,DLR
2004-02-01,EMC
2004-02-01,EQIX
2004-02-01,ETN
2004-02-01,FNSR
2004-02-01,GEV
2004-02-01,INPHI
2004-02-01,INTC
2004-02-01,KLAC
2004-02-01,LRCX
2004-02-01,MLNX
2004-02-01,MRVL
2004-02-01,MSFT
2004-02-01,MU
2004-02-01,NOW
2004-02-01,NTAP
2004-02-01,NVDA
2004-02-01,OCLR
2004-02-01,ORCL
2004-02-01,PSTG
2004-02-01,QCOM
2004-02-01,QTS
2004-02-01,SNDK
2004-02-01,STX
2004-02-01,TSM
2004-02-01,VRT
2004-02-01,WDC
2004-02-01,XLNX
2004-03-01,ACIA
2004-03-01,ALTR
2004-03-01,AMAT
2004-03-01,AMD
2004-03-01,AMKR
2004-03-01,ANET
2004-03-01,ARM
2004-03-01,ASML
2004-03-01,AVGO
2004-03-01,CAVM
2004-03-01,CONE
2004-03-01,COR
2004-03-01,CRM
2004-03-01,CSCO
2004-03-01,CY
2004-03-01,DFT
2004-03-01,DLR
2004-03-01,EMC
2004-03-01,EQIX
2004-03-01,ETN
2004-03-01,FNSR
2004-03-01,GEV
2004-03-01,INPHI
2004-03-01,INTC
2004-03-01,KLAC
2004-03-01,LRCX
2004-03-01,MLNX
2004-03-01,MRVL
2004-03-01,MSFT
2004-03-01,MU
2004-03-01,NOW
2004-03-01,NTAP
2004-03-01,NVDA
2004-03-01,OCLR
2004-03-01,ORCL
2004-03-01,PSTG
2004-03-01,QCOM
2004-03-01,QTS
2004-03-01,SNDK
2004-03-01,STX
2004-03-01,TSM
2004-03-01,VRT
2004-03-01,WDC
2004-03-01,XLNX
2004-04-01,ACIA
2004-04-01,ALTR
2004-04-01,AMAT
2004-04-01,AMD
2004-04-01,AMKR
2004-04-01,ANET
2004-04-01,ARM
2004-04-01,ASML
2004-04-01,AVGO
2004-04-01,CAVM
2004-04-01,CONE
2004-04-01,COR
2004-04-01,CRM
2004-04-01,CSCO
2004-04-01,CY
2004-04-01,DFT
2004-04-01,DLR
2004-04-01,EMC
2004-04-01,EQIX
2004-04-01,ETN
2004-04-01,FNSR
2004-04-01,GEV
2004-04-01,INPHI
2004-04-01,INTC
2004-04-01,KLAC
2004-04-01,LRCX
2004-04-01,MLNX
2004-04-01,MRVL
2004-04-01,MSFT
2004-04-01,MU
2004-04-01,NOW
2004-04-01,NTAP
2004-04-01,NVDA
2004-04-01,OCLR
2004-04-01,ORCL
2004-04-01,PSTG
2004-04-01,QCOM
2004-04-01,QTS
2004-04-01,SNDK
2004-04-01,STX
2004-04-01,TSM
2004-04-01,VRT
