as_of,ticker
1997-05-01,MU
1997-05-01,ORCL
1997-05-01,ROK
1997-06-01,AMAT
1997-06-01,AMD
1997-06-01,CSCO
1997-06-01,EMR
1997-06-01,ETN
1997-06-01,INTC
1997-06-01,MSFT
1997-06-01,MU
1997-06-01,ORCL
1997-06-01,ROK
1997-07-01,AMAT
1997-07-01,AMD
1997-07-01,CSCO
1997-07-01,EMR
1997-07-01,ETN
1997-07-01,INTC
1997-07-01,MSFT
1997-07-01,MU
1997-07-01,ORCL
1997-07-01,ROK
1997-08-01,AMAT
1997-08-01,AMD
1997-08-01,CSCO
1997-08-01,EMR
1997-08-01,ETN
1997-08-01,INTC
1997-08-01,MSFT
1997-08-01,MU
1997-08-01,ORCL
1997-08-01,ROK
1997-09-01,AMAT
1997-09-01,AMD
1997-09-01,CSCO
1997-09-01,EMR
1997-09-01,ETN
1997-09-01,INTC
1997-09-01,MSFT
1997-09-01,MU
1997-09-01,ORCL
1997-09-01,ROK
1997-10-01,AMAT
1997-10-01,AMD
1997-10-01,CSCO
1997-10-01,EMR
1997-10-01,ETN
1997-10-01,INTC
1997-10-01,MSFT
1997-10-01,MU
1997-10-01,ORCL
1997-10-01,ROK
1997-11-01,AMAT
1997-11-01,AMD
1997-11-01,CSCO
1997-11-01,EMR
1997-11-01,ETN
1997-11-01,INTC
1997-11-01,KLAC
1997-11-01,MSFT
1997-11-01,MU
1997-11-01,ORCL
1997-11-01,ROK
1997-12-01,AMAT
1997-12-01,AMD
1997-12-01,CSCO
1997-12-01,EMR
1997-12-01,ETN
1997-12-01,INTC
1997-12-01,KLAC
1997-12-01,MSFT
1997-12-01,MU
1997-12-01,ORCL
1997-12-01,ROK
1998-01-01,AMAT
1998-01-01,AMD
1998-01-01,CSCO
1998-01-01,EMR
1998-01-01,ETN
1998-01-01,INTC
1998-01-01,KLAC
1998-01-01,MSFT
1998-01-01,MU
1998-01-01,ORCL
1998-01-01,ROK
1998-02-01,AMAT
1998-02-01,AMD
1998-02-01,CSCO
1998-02-01,EMR
1998-02-01,ETN
1998-02-01,INTC
1998-02-01,KLAC
1998-02-01,MSFT
1998-02-01,MU
1998-02-01,ORCL
1998-02-01,ROK
1998-03-01,AMAT
1998-03-01,AMD
1998-03-01,CSCO
1998-03-01,EMR
1998-03-01,ETN
1998-03-01,INTC
1998-03-01,KLAC
1998-03-01,MSFT
1998-03-01,MU
1998-03-01,ORCL
1998-03-01,ROK
1998-04-01,AMAT
1998-04-01,AMD
1998-04-01,CSCO
1998-04-01,EMR
1998-04-01,ETN
1998-04-01,INTC
1998-04-01,KLAC
1998-04-01,MSFT
1998-04-01,MU
1998-04-01,ORCL
1998-04-01,ROK
1998-05-01,AMAT
1998-05-01,AMD
1998-05-01,CSCO
1998-05-01,EMR
1998-05-01,ETN
1998-05-01,INTC
1998-05-01,KLAC
1998-05-01,MSFT
1998-05-01,MU
1998-05-01,ORCL
1998-05-01,ROK
1998-06-01,AMAT
1998-06-01,AMD
1998-06-01,CSCO
1998-06-01,EMR
1998-06-01,ETN
1998-06-01,INTC
1998-06-01,KLAC
1998-06-01,MSFT
1998-06-01,MU
1998-06-01,ORCL
1998-06-01,ROK
1998-07-01,AMAT
1998-07-01,AMD
1998-07-01,CSCO
1998-07-01,EMR
1998-07-01,ETN
1998-07-01,INTC
1998-07-01,KLAC
1998-07-01,MSFT
1998-07-01,MU
1998-07-01,ORCL
1998-07-01,ROK
1998-08-01,AMAT
1998-08-01,AMD
1998-08-01,CSCO
1998-08-01,EMR
1998-08-01,ETN
1998-08-01,INTC
1998-08-01,KLAC
1998-08-01,MSFT
1998-08-01,MU
1998-08-01,ORCL
1998-08-01,ROK
1998-09-01,AMAT
1998-09-01,AMD
1998-09-01,CSCO
1998-09-01,EMR
1998-09-01,ETN
1998-09-01,INTC
1998-09-01,KLAC
1998-09-01,MSFT
1998-09-01,MU
1998-09-01,ORCL
1998-09-01,ROK
1998-10-01,AMAT
1998-10-01,AMD
1998-10-01,CSCO
1998-10-01,EMR
1998-10-01,ETN
1998-10-01,INTC
1998-10-01,KLAC
1998-10-01,MSFT
1998-10-01,MU
1998-10-01,ORCL
1998-10-01,ROK
1998-11-01,AMAT
1998-11-01,AMD
1998-11-01,CSCO
1998-11-01,EMR
1998-11-01,ETN
1998-11-01,INTC
1998-11-01,KLAC
1998-11-01,MSFT
1998-11-01,MU
1998-11-01,ORCL
1998-11-01,ROK
1998-12-01,AMAT
1998-12-01,AMD
1998-12-01,CSCO
1998-12-01,EMR
1998-12-01,ETN
1998-12-01,INTC
1998-12-01,KLAC
1998-12-01,MSFT
1998-12-01,MU
1998-12-01,ORCL
1998-12-01,ROK
1999-01-01,AMAT
1999-01-01,AMD
1999-01-01,CSCO
1999-01-01,EMR
1999-01-01,ETN
1999-01-01,INTC
1999-01-01,KLAC
1999-01-01,MSFT
1999-01-01,MU
1999-01-01,ORCL
1999-01-01,ROK
1999-02-01,AMAT
1999-02-01,AMD
1999-02-01,CSCO
1999-02-01,EMR
1999-02-01,ETN
1999-02-01,INTC
1999-02-01,KLAC
1999-02-01,MSFT
1999-02-01,MU
1999-02-01,ORCL
1999-02-01,ROK
1999-03-01,AMAT
1999-03-01,AMD
1999-03-01,CSCO
1999-03-01,EMR
1999-03-01,ETN
1999-03-01,INTC
1999-03-01,KLAC
1999-03-01,MSFT
1999-03-01,MU
1999-03-01,ORCL
1999-03-01,ROK
1999-04-01,AMAT
1999-04-01,AMD
1999-04-01,CSCO
1999-04-01,EMR
1999-04-01,ETN
1999-04-01,INTC
1999-04-01,KLAC
1999-04-01,MSFT
1999-04-01,MU
1999-04-01,ORCL
1999-04-01,ROK
1999-05-01,AMAT
1999-05-01,AMD
1999-05-01,CSCO
1999-05-01,EMR
1999-05-01,ETN
1999-05-01,INTC
1999-05-01,KLAC
1999-05-01,MSFT
1999-05-01,MU
1999-05-01,ORCL
1999-05-01,ROK
1999-06-01,AMAT
1999-06-01,AMD
1999-06-01,CSCO
1999-06-01,EMR
1999-06-01,ETN
1999-06-01,INTC
1999-06-01,KLAC
1999-06-01,MSFT
1999-06-01,MU
1999-06-01,ORCL
1999-06-01,ROK
1999-07-01,AMAT
1999-07-01,AMD
1999-07-01,CSCO
1999-07-01,EMR
1999-07-01,ETN
1999-07-01,INTC
1999-07-01,KLAC
1999-07-01,MSFT
1999-07-01,MU
1999-07-01,NTAP
1999-07-01,ORCL
1999-07-01,ROK
1999-08-01,AMAT
1999-08-01,AMD
1999-08-01,CSCO
1999-08-01,EMR
1999-08-01,ETN
1999-08-01,INTC
1999-08-01,KLAC
1999-08-01,MSFT
1999-08-01,MU
1999-08-01,NTAP
1999-08-01,ORCL
1999-08-01,ROK
1999-09-01,AMAT
1999-09-01,AMD
1999-09-01,CSCO
1999-09-01,EMR
1999-09-01,ETN
1999-09-01,INTC
1999-09-01,KLAC
1999-09-01,MSFT
1999-09-01,MU
1999-09-01,NTAP
1999-09-01,ORCL
1999-09-01,QCOM
1999-09-01,ROK
1999-10-01,AMAT
1999-10-01,AMD
1999-10-01,CSCO
1999-10-01,EMR
1999-10-01,ETN
1999-10-01,INTC
1999-10-01,KLAC
1999-10-01,MSFT
1999-10-01,MU
1999-10-01,NTAP
1999-10-01,ORCL
1999-10-01,QCOM
1999-10-01,ROK
1999-11-01,AMAT
1999-11-01,AMD
1999-11-01,CSCO
1999-11-01,EMR
1999-11-01,ETN
1999-11-01,INTC
1999-11-01,KLAC
1999-11-01,MSFT
1999-11-01,MU
1999-11-01,NTAP
1999-11-01,ORCL
1999-11-01,QCOM
1999-11-01,ROK
1999-12-01,AMAT
1999-12-01,AMD
1999-12-01,CSCO
1999-12-01,EMR
1999-12-01,ETN
1999-12-01,INTC
1999-12-01,KLAC
1999-12-01,MSFT
1999-12-01,MU
1999-12-01,NTAP
1999-12-01,ORCL
1999-12-01,QCOM
1999-12-01,ROK
1999-12-01,TER
1999-12-01,XLNX
2000-01-01,AMAT
2000-01-01,AMD
2000-01-01,CSCO
2000-01-01,EMR
2000-01-01,ETN
2000-01-01,INTC
2000-01-01,KLAC
2000-01-01,MSFT
2000-01-01,MU
2000-01-01,NTAP
2000-01-01,ORCL
2000-01-01,QCOM
2000-01-01,ROK
2000-01-01,TER
2000-01-01,XLNX
2000-02-01,AMAT
2000-02-01,AMD
2000-02-01,CSCO
2000-02-01,EMR
2000-02-01,ETN
2000-02-01,INTC
2000-02-01,KLAC
2000-02-01,MSFT
2000-02-01,MU
2000-02-01,NTAP
2000-02-01,ORCL
2000-02-01,QCOM
2000-02-01,ROK
2000-02-01,TER
2000-02-01,XLNX
2000-03-01,AMAT
2000-03-01,AMD
2000-03-01,CSCO
2000-03-01,EMR
2000-03-01,ETN
2000-03-01,INTC
2000-03-01,KLAC
2000-03-01,MSFT
2000-03-01,MU
2000-03-01,NTAP
2000-03-01,ORCL
2000-03-01,QCOM
2000-03-01,ROK
2000-03-01,TER
2000-03-01,XLNX
2000-04-01,AMAT
2000-04-01,AMD
2000-04-01,CSCO
2000-04-01,EMR
2000-04-01,ETN
2000-04-01,INTC
2000-04-01,KLAC
2000-04-01,MSFT
2000-04-01,MU
2000-04-01,NTAP
2000-04-01,ORCL
2000-04-01,QCOM
2000-04-01,ROK
2000-04-01,TER
2000-04-01,XLNX
2000-05-01,AMAT
2000-05-01,AMD
2000-05-01,CSCO
2000-05-01,EMR
2000-05-01,ETN
2000-05-01,INTC
2000-05-01,KLAC
2000-05-01,MSFT
2000-05-01,MU
2000-05-01,NTAP
2000-05-01,ORCL
2000-05-01,QCOM
2000-05-01,ROK
2000-05-01,TER
2000-05-01,XLNX
2000-06-01,ALTR
2000-06-01,AMAT
2000-06-01,AMD
2000-06-01,CSCO
2000-06-01,EMR
2000-06-01,ETN
2000-06-01,INTC
2000-06-01,KLAC
2000-06-01,MSFT
2000-06-01,MU
2000-06-01,NTAP
2000-06-01,ORCL
2000-06-01,QCOM
2000-06-01,ROK
2000-06-01,TER
2000-06-01,XLNX
2000-07-01,ALTR
2000-07-01,AMAT
2000-07-01,AMD
2000-07-01,CSCO
2000-07-01,EMR
2000-07-01,ETN
2000-07-01,INTC
2000-07-01,KLAC
2000-07-01,MSFT
2000-07-01,MU
2000-07-01,NTAP
2000-07-01,ORCL
2000-07-01,QCOM
2000-07-01,ROK
2000-07-01,TER
2000-07-01,XLNX
2000-08-01,ALTR
2000-08-01,AMAT
2000-08-01,AMD
2000-08-01,CSCO
2000-08-01,EMR
2000-08-01,ETN
2000-08-01,INTC
2000-08-01,KLAC
2000-08-01,MSFT
2000-08-01,MU
2000-08-01,NTAP
2000-08-01,ORCL
2000-08-01,QCOM
2000-08-01,ROK
2000-08-01,TER
2000-08-01,XLNX
2000-09-01,ALTR
2000-09-01,AMAT
2000-09-01,AMD
2000-09-01,CSCO
2000-09-01,EMR
2000-09-01,ETN
2000-09-01,INTC
2000-09-01,KLAC
2000-09-01,MSFT
2000-09-01,MU
2000-09-01,NTAP
2000-09-01,ORCL
2000-09-01,QCOM
2000-09-01,ROK
2000-09-01,TER
2000-09-01,VIAV
2000-09-01,XLNX
2000-10-01,ALTR
2000-10-01,AMAT
2000-10-01,AMD
2000-10-01,CSCO
2000-10-01,EMR
2000-10-01,ETN
2000-10-01,INTC
2000-10-01,KLAC
2000-10-01,MSFT
2000-10-01,MU
2000-10-01,NTAP
2000-10-01,ORCL
2000-10-01,QCOM
2000-10-01,ROK
2000-10-01,TER
2000-10-01,VIAV
2000-10-01,XLNX
2000-11-01,ALTR
2000-11-01,AMAT
2000-11-01,AMD
2000-11-01,CSCO
2000-11-01,EMR
2000-11-01,ETN
2000-11-01,INTC
2000-11-01,KLAC
2000-11-01,MSFT
2000-11-01,MU
2000-11-01,NTAP
2000-11-01,ORCL
2000-11-01,QCOM
2000-11-01,ROK
2000-11-01,TER
2000-11-01,VIAV
2000-11-01,XLNX
2000-12-01,ALTR
2000-12-01,AMAT
2000-12-01,AMD
2000-12-01,CSCO
2000-12-01,EMR
2000-12-01,ETN
2000-12-01,INTC
2000-12-01,KLAC
2000-12-01,MSFT
2000-12-01,MU
2000-12-01,NTAP
2000-12-01,ORCL
2000-12-01,QCOM
2000-12-01,ROK
2000-12-01,TER
2000-12-01,VIAV
2000-12-01,XLNX
2001-01-01,ALTR
2001-01-01,AMAT
2001-01-01,AMD
2001-01-01,CSCO
2001-01-01,EMR
2001-01-01,ETN
2001-01-01,INTC
2001-01-01,KLAC
2001-01-01,MSFT
2001-01-01,MU
2001-01-01,NTAP
2001-01-01,ORCL
2001-01-01,QCOM
2001-01-01,ROK
2001-01-01,TER
2001-01-01,VIAV
2001-01-01,XLNX
2001-02-01,ALTR
2001-02-01,AMAT
2001-02-01,AMCC
2001-02-01,AMD
2001-02-01,CSCO
2001-02-01,EMR
2001-02-01,ETN
2001-02-01,INTC
2001-02-01,KLAC
2001-02-01,MSFT
2001-02-01,MU
2001-02-01,NTAP
2001-02-01,ORCL
2001-02-01,QCOM
2001-02-01,ROK
2001-02-01,TER
2001-02-01,VIAV
2001-02-01,XLNX
2001-03-01,ALTR
2001-03-01,AMAT
2001-03-01,AMCC
2001-03-01,AMD
2001-03-01,CSCO
2001-03-01,EMR
2001-03-01,ETN
2001-03-01,INTC
2001-03-01,KLAC
2001-03-01,MSFT
2001-03-01,MU
2001-03-01,NTAP
2001-03-01,ORCL
2001-03-01,QCOM
2001-03-01,ROK
2001-03-01,TER
2001-03-01,VIAV
2001-03-01,XLNX
2001-04-01,ALTR
2001-04-01,AMAT
2001-04-01,AMCC
2001-04-01,AMD
2001-04-01,CSCO
2001-04-01,EMR
2001-04-01,ETN
2001-04-01,INTC
2001-04-01,KLAC
2001-04-01,MSFT
2001-04-01,MU
2001-04-01,NTAP
2001-04-01,ORCL
2001-04-01,QCOM
2001-04-01,ROK
2001-04-01,TER
2001-04-01,VIAV
2001-04-01,XLNX
2001-05-01,ALTR
2001-05-01,AMAT
2001-05-01,AMCC
2001-05-01,AMD
2001-05-01,CSCO
2001-05-01,EMR
2001-05-01,ETN
2001-05-01,INTC
2001-05-01,KLAC
2001-05-01,MSFT
2001-05-01,MU
2001-05-01,NTAP
2001-05-01,ORCL
2001-05-01,QCOM
2001-05-01,ROK
2001-05-01,TER
2001-05-01,VIAV
2001-05-01,XLNX
2001-06-01,ALTR
2001-06-01,AMAT
2001-06-01,AMCC
2001-06-01,AMD
2001-06-01,CSCO
2001-06-01,EMR
2001-06-01,ETN
2001-06-01,INTC
2001-06-01,KLAC
2001-06-01,MSFT
2001-06-01,MU
2001-06-01,NTAP
2001-06-01,ORCL
2001-06-01,QCOM
2001-06-01,ROK
2001-06-01,TER
2001-06-01,VIAV
2001-06-01,XLNX
2001-07-01,ALTR
2001-07-01,AMAT
2001-07-01,AMCC
2001-07-01,AMD
2001-07-01,CSCO
2001-07-01,EMR
2001-07-01,ETN
2001-07-01,INTC
2001-07-01,KLAC
2001-07-01,MSFT
2001-07-01,MU
2001-07-01,NTAP
2001-07-01,ORCL
2001-07-01,QCOM
2001-07-01,ROK
2001-07-01,TER
2001-07-01,VIAV
2001-07-01,XLNX
2001-08-01,ALTR
2001-08-01,AMAT
2001-08-01,AMCC
2001-08-01,AMD
2001-08-01,CSCO
2001-08-01,EMR
2001-08-01,ETN
2001-08-01,INTC
2001-08-01,KLAC
2001-08-01,MSFT
2001-08-01,MU
2001-08-01,NTAP
2001-08-01,ORCL
2001-08-01,QCOM
2001-08-01,ROK
2001-08-01,TER
2001-08-01,VIAV
2001-08-01,XLNX
2001-09-01,ALTR
2001-09-01,AMAT
2001-09-01,AMCC
2001-09-01,AMD
2001-09-01,CSCO
2001-09-01,EMR
2001-09-01,ETN
2001-09-01,INTC
2001-09-01,KLAC
2001-09-01,MSFT
2001-09-01,MU
2001-09-01,NTAP
2001-09-01,ORCL
2001-09-01,QCOM
2001-09-01,ROK
2001-09-01,TER
2001-09-01,VIAV
2001-09-01,XLNX
2001-10-01,ALTR
2001-10-01,AMAT
2001-10-01,AMCC
2001-10-01,AMD
2001-10-01,CIEN
2001-10-01,CSCO
2001-10-01,EMR
2001-10-01,ETN
2001-10-01,INTC
2001-10-01,KLAC
2001-10-01,MSFT
2001-10-01,MU
2001-10-01,NTAP
2001-10-01,ORCL
2001-10-01,QCOM
2001-10-01,ROK
2001-10-01,TER
2001-10-01,VIAV
2001-10-01,XLNX
2001-11-01,ALTR
2001-11-01,AMAT
2001-11-01,AMCC
2001-11-01,AMD
2001-11-01,CIEN
2001-11-01,CSCO
2001-11-01,EMR
2001-11-01,ETN
2001-11-01,INTC
2001-11-01,KLAC
2001-11-01,MSFT
2001-11-01,MU
2001-11-01,NTAP
2001-11-01,ORCL
2001-11-01,QCOM
2001-11-01,ROK
2001-11-01,TER
2001-11-01,VIAV
2001-11-01,XLNX
2001-12-01,ALTR
2001-12-01,AMAT
2001-12-01,AMCC
2001-12-01,AMD
2001-12-01,CIEN
2001-12-01,CSCO
2001-12-01,EMR
2001-12-01,ETN
2001-12-01,INTC
2001-12-01,KLAC
2001-12-01,MSFT
2001-12-01,MU
2001-12-01,NTAP
2001-12-01,ORCL
2001-12-01,QCOM
2001-12-01,ROK
2001-12-01,TER
2001-12-01,VIAV
2001-12-01,XLNX
2002-01-01,ALTR
2002-01-01,AMAT
2002-01-01,AMCC
2002-01-01,AMD
2002-01-01,CIEN
2002-01-01,CSCO
2002-01-01,EMR
2002-01-01,ETN
2002-01-01,INTC
2002-01-01,KLAC
2002-01-01,MSFT
2002-01-01,MU
2002-01-01,NTAP
2002-01-01,NVDA
2002-01-01,ORCL
2002-01-01,QCOM
2002-01-01,ROK
2002-01-01,TER
2002-01-01,VIAV
2002-01-01,XLNX
2002-02-01,ALTR
2002-02-01,AMAT
2002-02-01,AMCC
2002-02-01,AMD
2002-02-01,CIEN
2002-02-01,CSCO
2002-02-01,EMR
2002-02-01,ETN
2002-02-01,INTC
2002-02-01,KLAC
2002-02-01,MSFT
2002-02-01,MU
2002-02-01,NTAP
2002-02-01,NVDA
2002-02-01,ORCL
2002-02-01,QCOM
